Serial No. Of Polling Station,All India Anna Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,Naam Tamilar Katchi,Bahujan Samaj Party,Naam Indiar Party,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Thamizh Perarasu Katchi,Tamilaga Vettri Kazhagam,Puthiya Makkal Tamil Desam Katchi,Independent,Independent.1,Independent.2,Independent.3,Independent.4,Independent.5,Independent.6,Independent.7,Independent.8,Independent.9,Independent.10,Independent.11,Total of Valid Votes,No. Of Rejected Votes,NOTA,Total,No. Of Tendered Votes,Locality,Building in Which it will be Located,Polling Area,Whether for all Voters or men olny or women only,Total_Valid_Votes_Clean,Winner_Party,Winner_Votes,Runner_Up_Votes,Margin_Of_Victory,Runner_Up_Party,Dravida Munnetra Kazhagam_Rank,All India Anna Dravida Munnetra Kazhagam_Rank,Naam Tamilar Katchi_Rank,Tamilaga Vettri Kazhagam_Rank,Bahujan Samaj Party_Rank,Naam Indiar Party_Rank,All India Puratchi Thalaivar Makkal Munnettra Kazhagam_Rank,Thamizh Perarasu Katchi_Rank,Puthiya Makkal Tamil Desam Katchi_Rank,Independent_Rank,Independent.1_Rank,Independent.2_Rank,Independent.3_Rank,Independent.4_Rank,Independent.5_Rank,Independent.6_Rank,Independent.7_Rank,Independent.8_Rank,Independent.9_Rank,Independent.10_Rank,Independent.11_Rank,Margin_Percentage,Total_Independent_Votes,Core_Total_Votes,Dravida Munnetra Kazhagam_Share,All India Anna Dravida Munnetra Kazhagam_Share,Naam Tamilar Katchi_Share,Tamilaga Vettri Kazhagam_Share,Cluster_ID
102,276,324,51,7,1,2,3,236,0,7,0,0,0,0,3,2,0,2,1,0,1,916,0,5,921,0,Venkateswarapura m,"Panchayat  Union  Middle  School, Venkateswarapuram.","1.Venkateswarapuram  (R.V)  And  (P)  Kurumalai  Block  1  , 2.Venkateswarapuram  (R.V)  And  (P)  Kurumalai  (V.P.Singh  Nagar)  Block  2
,  3.Venkateswarapuram  (R.V)  And  (P)  Kurumalai  (Arunthathiyer  Colony) Block  3  ,  4.Venkateswarapuram  (R.V)  And  (P)  Venkateswarapuram  Block 4  ,  5.Venkateswarapuram  (R.V)  And  (P)  Venkateswarapuram  (North
Street)  Block  5  ,  6.Venkateswarapuram  (R.V)  And  (P)  Venkateswarapuram Colony  Block  6  ,  7.Venkateswarapuram  (R.V)  And  (P) K.Sundaraeshwarapuram  Block  7  ,  8.Venkateswarapuram  (R.V)  And  (P)
Kammapatti  Block  8  ,  999.OVERSEAS  ELECTORS",All  Voters,916,Dravida Munnetra Kazhagam,324,276,48,All India Anna Dravida Munnetra Kazhagam,1,2,4,3,5,12,9,7,15,5,15,15,15,15,7,9,15,9,12,15,12,5.240174672489083,16,887,0.3652762119503946,0.3111612175873732,0.05749718151071026,0.266065388951522,1
103,471,113,23,1,0,0,1,112,1,0,0,0,0,0,1,7,6,6,1,0,0,743,0,1,744,0,Villiseri,"Panchayat  Union  Primary  School,  North Building  ,  Villiseri-1.","1.Villichery  (R.V)  And  (P)  Perumal  Kovil  Street  Block  1  ,  2.Villichery(R.V) And  (P)  Muthalammankovil  Street  Block2  ,  3.Villichery  (R.V)  And  (P) PathirakaliammankovilStreetBlock2  ,  999.OVERSEAS  ELECTORS",All  Voters,743,All India Anna Dravida Munnetra Kazhagam,471,113,358,Dravida Munnetra Kazhagam,2,1,4,3,8,13,13,8,8,13,13,13,13,13,8,5,6,6,8,13,13,48.18304172274562,21,719,0.1571627260083449,0.655076495132128,0.031988873435326845,0.15577190542420027,3
104,410,58,3,0,0,0,0,61,0,1,0,0,0,0,0,2,1,13,0,0,3,552,0,1,553,0,Villiseri,"Panchayat  Union  Primary  School,  Middle Building,  Villiseri-1.","1.Villichery  (R.V)  And  (P)  EX,VM,OTH,STREETBlock3  ,  2.Villichery  (R.V) And  (P)  Eaststreet  Block4  ,  3.Villichery(R.V)  And  (P) PalpannaiStreetBlock4  ,  4.Villichery  (R.V)  And  (P)  East  Pudhu  Street Block4  ,  999.OVERSEAS  ELECTORS",All  Voters,552,All India Anna Dravida Munnetra Kazhagam,410,61,349,Tamilaga Vettri Kazhagam,3,1,5,2,10,10,10,10,10,8,10,10,10,10,10,7,8,4,10,10,5,63.22463768115942,20,532,0.10902255639097744,0.7706766917293233,0.005639097744360902,0.11466165413533834,3
105,276,324,47,0,2,3,0,201,0,10,0,0,0,1,0,1,1,10,1,0,1,878,0,2,880,0,Villiseri,"Panchayat  Union  Primary  School,  South Building  ,
Villiseri-1.","1.Villichery  (R.V)  And  (P)  R.C.  Street  Block  5  ,  2.Villichery  (R.V)  And  (P) East  Colony  Block  5  ,  3.Villichery  (R.V)  And  (P)  Middle  Colony  Block  5  , 4.Villichery  (R.V)  And  (P)  West  Colony  Block  5  ,  5.Villichery  (R.V)  And  (P) Meithalaivanpatti  Block  6  ,  999.OVERSEAS  ELECTORS",All  Voters,878,Dravida Munnetra Kazhagam,324,276,48,All India Anna Dravida Munnetra Kazhagam,1,2,4,3,14,8,7,14,14,5,14,14,14,9,14,9,9,5,9,14,9,5.466970387243736,25,848,0.38207547169811323,0.32547169811320753,0.055424528301886794,0.23702830188679244,1
106,201,173,13,0,0,0,0,116,0,0,0,0,0,0,0,0,1,1,0,0,1,506,0,2,508,0,Chathirapatti,"Panchayat  Union  Primary  School, Chathirapatti.","1.Sathirapatti  (R.V)  And  (P)  East  Street  Block  1  ,  2.Sathira  Patti  (R.V)  And
(P)  Middle  Street  Block  1  ,  3.Sathira  Patti  (R.V)  And  (P)  West  Street  Block 2  ,  4.Sathira  Patti  (R.V)  And  (P)  Colony  Street  Block  2  ,  999.OVERSEAS ELECTORS",All  Voters,506,All India Anna Dravida Munnetra Kazhagam,201,173,28,Dravida Munnetra Kazhagam,2,1,4,3,8,8,8,8,8,8,8,8,8,8,8,8,5,5,8,8,5,5.533596837944664,3,503,0.34393638170974156,0.3996023856858847,0.02584493041749503,0.23061630218687873,3
107,249,182,26,0,0,1,1,243,1,3,0,1,0,0,3,2,2,1,0,0,2,717,0,2,719,0,Idaisevel,"Panchayat  Union  Middle  School  ,  Idaisevel.","1.Idaiseval  (R.V)  And  (P)  Idaiseval  Block  1  ,  2.Idaiseval  (R.V)  And  (P)  Adhi Diravidar  Colony  Block  1  ,  3.Idaiseval  (R.V)  And  (P)  Parvathy  Amman
Kovil  Street  Block  3  ,  999.OVERSEAS  ELECTORS",All  Voters,717,All India Anna Dravida Munnetra Kazhagam,249,243,6,Tamilaga Vettri Kazhagam,3,1,4,2,15,15,10,10,10,5,15,10,15,15,5,7,7,10,15,15,7,0.8368200836820083,14,700,0.26,0.3557142857142857,0.037142857142857144,0.34714285714285714,3
108,305,179,36,0,0,1,0,142,0,3,0,0,0,0,0,0,3,2,0,0,0,671,0,2,673,0,Idaisevel,"Panchayat  Union  Middle  School  ,  North  Side
,  Idaisevel.","1.Idaiseval  (R.V)  And  (P)  Kaliamman  Kovil  Street  Block  2  ,  2.Idaiseval (R.V)  And  (P)  Karthikaipatti  Block  4  ,  3.Idaiseval  (R.V)  And  (P) Nachiarpuram  Block  5  ,  999.OVERSEAS  ELECTORS",All  Voters,671,All India Anna Dravida Munnetra Kazhagam,305,179,126,Dravida Munnetra Kazhagam,2,1,4,3,9,9,8,9,9,5,9,9,9,9,9,9,5,7,9,9,9,18.7779433681073,8,662,0.270392749244713,0.4607250755287009,0.054380664652567974,0.21450151057401812,3
109,174,245,22,0,0,1,3,156,0,5,0,0,0,1,3,1,2,7,0,0,0,620,0,3,623,0,Uthupatti,"Govt  .Hr.  Sec.  School  ,
Southern  West  Building  ,  Uthupatti.","1.Uoothupatti  (R.V)  And  (P)  Uoothupatti  East  Street  Ward  1  , 2.Uoothupatti  (R.V)  And  (P)  Uoothupatti  North  Street  Ward  2  , 999.OVERSEAS  ELECTORS",All  Voters,620,Dravida Munnetra Kazhagam,245,174,71,All India Anna Dravida Munnetra Kazhagam,1,2,4,3,13,13,10,7,13,6,13,13,13,10,7,10,9,5,13,13,13,11.45161290322581,19,597,0.4103852596314908,0.2914572864321608,0.03685092127303183,0.2613065326633166,1
110,281,140,26,0,0,0,0,102,0,4,0,0,0,0,0,2,2,0,0,0,0,557,0,0,557,0,Uthupatti,"Panchayat  union  Primary  school  ,  East Building  ,  Uthupatti.","1.Uoothupatti  (R.V)  And  (P)  Uoothupatti  Middle  Street  Ward  3  , 2.Uoothupatti  (R.V)  And  (P)  Uoothupatti  West  Street  Ward  4  ,
3.Uoothupatti  (R.V)  And  (P)  North  Kumarapuram  Ward  5  ,  4.Uoothupatti
(R.V)  And  (P)  South  Kumarapuram  Ward  6  ,  999.OVERSEAS  ELECTORS",All  Voters,557,All India Anna Dravida Munnetra Kazhagam,281,140,141,Dravida Munnetra Kazhagam,2,1,4,3,8,8,8,8,8,5,8,8,8,8,8,6,6,8,8,8,8,25.31418312387791,8,549,0.2550091074681239,0.51183970856102,0.04735883424408015,0.18579234972677597,3
111,299,192,62,2,1,0,1,270,3,0,0,0,2,0,1,2,1,3,1,0,0,840,0,1,841,0,Manthithoppu,"Tamil  Baptist  Primary  School, North  side  ,  Manthithoppu.","1.Manthithoppu(R.V)  And  (P)  Manthithoppu  block  1  ,
2.Manthithoppu(R.V)  And  (P)  Manthithoppu  Block  3  ,  999.OVERSEAS ELECTORS",All  Voters,840,All India Anna Dravida Munnetra Kazhagam,299,270,29,Tamilaga Vettri Kazhagam,3,1,4,2,7,10,15,10,5,15,15,15,7,15,10,7,10,5,10,15,15,3.452380952380953,10,823,0.2332928311057108,0.36330498177399756,0.07533414337788578,0.32806804374240583,2
112,298,211,53,1,1,1,1,245,0,4,0,0,0,0,0,2,1,0,0,0,0,818,0,3,821,0,Manthithoppu,"Tamil  Baptist  Primary  School,  South  Portion, Manthithoppu.","1.Manthithoppu(R.V)  And  (P)  Manthithoppu  Block  2  , 2.Manthithoppu(R.V)  And  (P)  Manthithoppu  Block  4  ,
3.Manthithoppu(R.V)  And  (P)  Manthithoppu  Block  5  ,  999.OVERSEAS
ELECTORS",All  Voters,818,All India Anna Dravida Munnetra Kazhagam,298,245,53,Tamilaga Vettri Kazhagam,3,1,4,2,7,7,7,7,12,5,12,12,12,12,12,6,7,12,12,12,12,6.47921760391198,7,807,0.2614622057001239,0.36926889714993805,0.06567534076827757,0.30359355638166047,3
113,233,152,50,0,0,2,2,257,1,0,0,0,0,0,0,4,2,1,1,0,2,707,0,0,707,0,Manthithoppu,"Tamil  Baptist  Primary  School  ,South  Side  of the  Panchayat  Office  ,  Manthithoppu.","1.Manthithoppu  (R,V)  And  (P)  Manthithoppu  (narikkuravar  utpada)  , 999.OVERSEAS  ELECTORS",All  Voters,707,Tamilaga Vettri Kazhagam,257,233,24,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,13,13,6,6,10,13,13,13,13,13,13,5,6,10,10,13,6,3.394625176803395,10,692,0.21965317919075145,0.33670520231213874,0.07225433526011561,0.3713872832369942,2
114,256,144,52,0,0,3,1,230,2,2,0,0,0,1,0,2,4,0,0,0,0,697,0,3,700,0,Manthithoppu,"Tamil  Baptist  Primary  School  ,  South-East Side  of  the  Panchayat  Office  ,  Manthithoppu.","1.Manthithoppu  (R,V)  And  (P)  Manthithoppu  (narikkuravar  utpada)  , 999.OVERSEAS  ELECTORS",All  Voters,697,All India Anna Dravida Munnetra Kazhagam,256,230,26,Tamilaga Vettri Kazhagam,3,1,4,2,12,12,6,10,7,7,12,12,12,10,12,7,5,12,12,12,12,3.730272596843615,9,682,0.21114369501466276,0.375366568914956,0.07624633431085044,0.33724340175953077,2
115,178,185,55,1,0,2,3,403,1,2,0,0,0,2,3,2,1,0,1,0,0,839,0,2,841,0,Manthithoppu,"Shenbagarajan  Memorial  Primary  School, North  Building  West  Facing  1st  Room, Manthithoppu.","1.Manthithoppu  (R,V)  And  (P)  Manthithoppu  (narikkuravar  utpada)  (Part 1)  (Door  No,  1  to  611)  999.OVERSEAS  ELECTORS",All  Voters,839,Tamilaga Vettri Kazhagam,403,185,218,Dravida Munnetra Kazhagam,2,3,4,1,11,15,7,5,11,7,15,15,15,7,5,7,11,15,11,15,15,25.98331346841478,11,821,0.22533495736906212,0.21680876979293545,0.06699147381242387,0.49086479902557856,2
116,196,149,50,0,0,1,1,266,0,2,0,0,0,1,0,4,2,3,0,0,0,675,0,0,675,0,Manthithoppu,"Shenbagarajan  Memorial  Primary  School, North  Building  West  Facing  2nd  Room, Manthithoppu.","1.Manthithoppu  (R,V)  And  (P)  Manthithoppu  (narikkuravar  utpada)  (Part 2)  (Door  No.  612  from)  ,  999.OVERSEAS  ELECTORS",All  Voters,675,Tamilaga Vettri Kazhagam,266,196,70,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,12,12,9,9,12,7,12,12,12,9,12,5,7,6,12,12,12,10.37037037037037,12,661,0.2254160363086233,0.29652042360060515,0.07564296520423601,0.40242057488653554,2
117,154,272,74,1,0,2,2,303,1,3,0,1,0,0,2,0,2,2,0,0,0,819,0,1,820,0,Mudukkumeendanp atti,"Sevai  Maiyam,  Mudukkumeendanpatti.","1.Mudukkumendan  patti  (R.V)  And  (P)  Mudukkumendanpatti  ward  1  , 2.Mudukkumendan  patti  (R.V)  And  (P)  Gopalapuram  Ward  4  , 999.OVERSEAS  ELECTORS",All  Voters,819,Tamilaga Vettri Kazhagam,303,272,31,Dravida Munnetra Kazhagam,2,3,4,1,11,14,6,6,11,5,14,11,14,14,6,14,6,6,14,14,14,3.785103785103785,10,803,0.33872976338729766,0.1917808219178082,0.0921544209215442,0.37733499377334995,0
118,145,231,47,1,0,1,1,207,1,0,0,1,0,0,0,1,1,1,0,0,0,638,0,0,638,0,Mudukkumeendanp atti,"Panchyat  Library  office,  Mudukkumeendan patti","1.Mudukkumendan  patti  (R.V)  And  (P)  Mudukkumendanpatti  Ward  2  , 2.Mudukkumendan  patti  (R.V)  And  (P)  M.Duraisamypuram  Ward  3  , 999.OVERSEAS  ELECTORS",All  Voters,638,Dravida Munnetra Kazhagam,231,207,24,Tamilaga Vettri Kazhagam,1,3,4,2,5,13,5,5,5,13,13,5,13,13,13,5,5,5,13,13,13,3.761755485893417,4,630,0.36666666666666664,0.23015873015873015,0.0746031746031746,0.32857142857142857,0
119,238,283,64,0,0,0,0,288,0,10,0,0,0,1,1,1,1,0,0,0,2,889,0,1,890,0,Nalattinputhur,"Panchyat  Union  Primary  School,  North Building  ,  Nalattinputhur.","1.Naleattenputhdur  (R.V)  And  (P)  Naleattenputhdur  ,  999.OVERSEAS ELECTORS",All  Voters,889,Tamilaga Vettri Kazhagam,288,283,5,Dravida Munnetra Kazhagam,2,3,4,1,11,11,11,11,11,5,11,11,11,7,7,7,7,11,11,11,6,0.562429696287964,16,873,0.3241695303550974,0.27262313860252,0.07331042382588775,0.32989690721649484,2
120,245,242,52,0,1,0,1,253,2,10,0,0,0,1,2,2,3,2,0,1,0,817,0,1,818,0,Nalattinputthur,"Panchayat  Union  Primary  School,  West Building  ,  Nalattinputthur.","1.Naleattenputhdur  (R.V)  And  (P)  Naleattenputhdur  ,  999.OVERSEAS ELECTORS",All  Voters,817,Tamilaga Vettri Kazhagam,253,245,8,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,15,11,15,11,7,5,15,15,15,11,7,7,6,7,15,11,15,0.9791921664626682,21,792,0.3055555555555556,0.30934343434343436,0.06565656565656566,0.3194444444444444,2
121,197,154,46,0,0,1,0,234,3,3,0,0,0,0,2,2,1,2,0,0,0,645,0,1,646,0,Nallattinputthur,"Panchyat  Union  Primary  School,  East Building,  Nalattinputhur","1.Naleattenputhdur(R.V)  And  (P)  Naleattenputhdur  Block  3  , 999.OVERSEAS  ELECTORS",All  Voters,645,Tamilaga Vettri Kazhagam,234,197,37,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,12,12,10,12,5,5,12,12,12,12,7,7,10,7,12,12,12,5.736434108527131,10,631,0.24405705229793978,0.312202852614897,0.07290015847860538,0.37083993660855785,2
122,233,133,39,0,0,1,2,238,2,4,1,1,0,0,2,1,1,1,1,0,1,661,0,1,662,0,Nallattinputthur,"Panchyat  Union  Primary  School,  west Building  North  Side  ,  Nalattinputhur.","1.Naleattenputhdur(R.V)  And  (P)  Naleattenputhdur  block  3  , 999.OVERSEAS  ELECTORS",All  Voters,661,Tamilaga Vettri Kazhagam,238,233,5,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,17,17,9,6,6,5,9,9,17,17,6,9,9,9,9,17,9,0.7564296520423601,13,643,0.20684292379471228,0.36236391912908245,0.060653188180404355,0.3701399688958009,2
123,157,131,43,0,0,1,2,295,0,9,0,1,0,1,0,1,1,1,0,2,0,645,0,7,652,0,Nallattinputthur,"Panchayat  Union  Primary  School,  West Building,  North  side,  East  facing  room, Nalatinputhur","1.Naleattenputhdur  (R.V)  And  (P)  V.P.  Chittan  Nagar  ,  999.OVERSEAS ELECTORS",All  Voters,645,Tamilaga Vettri Kazhagam,295,157,138,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,14,14,8,6,14,5,14,8,14,8,14,8,8,8,14,6,14,21.3953488372093,16,626,0.20926517571884984,0.2507987220447284,0.06869009584664537,0.4712460063897764,2
124,355,223,51,1,0,1,1,280,3,8,0,1,0,0,0,1,0,3,0,0,0,928,0,4,932,0,Thonugal,"Tamil  Baptist  Primary  School,  Thonugal.","1.Thonnukal  (R.V)  And  (P)  Keela  street  block  1  ,  2.Thonugal  (R.V)  And  (P) Padarindhapuli  Block  3  ,  999.OVERSEAS  ELECTORS",All  Voters,928,All India Anna Dravida Munnetra Kazhagam,355,280,75,Tamilaga Vettri Kazhagam,3,1,4,2,8,13,8,8,6,5,13,8,13,13,13,8,13,6,13,13,13,8.081896551724139,13,909,0.24532453245324531,0.39053905390539057,0.056105610561056105,0.30803080308030806,3
125,147,186,28,0,0,6,1,166,2,2,0,0,1,0,0,2,5,0,0,0,0,546,0,1,547,0,Thonugal,"Community  Hall  ,  Thonugal.","1.Thonugal  (R.V)  And  (P)  Mela  Street  Block  2  ,  999.OVERSEAS ELECTORS",All  Voters,546,Dravida Munnetra Kazhagam,186,166,20,Tamilaga Vettri Kazhagam,1,3,4,2,12,12,5,10,7,7,12,12,10,12,12,7,6,12,12,12,12,3.663003663003663,10,527,0.35294117647058826,0.27893738140417457,0.05313092979127135,0.31499051233396586,2
126,317,129,25,0,0,0,2,173,0,2,0,0,0,0,0,0,0,0,0,0,0,648,0,6,654,0,Alampatti,"T.D.T.A  Primary  School,  Alampatti.","1.Innam  maniachi  (R.V)  And  (P)  Vinayaga  nagar  ,  2.Innam  maniachi  (R.V) And  (P)  Meenachi  Nagar  ,  3.Innam  maniachi  (R.V)  And  (P)  E.B.Colony  , 999.OVERSEAS  ELECTORS",All  Voters,648,All India Anna Dravida Munnetra Kazhagam,317,173,144,Tamilaga Vettri Kazhagam,3,1,4,2,7,7,7,5,7,5,7,7,7,7,7,7,7,7,7,7,7,22.22222222222222,2,644,0.20031055900621117,0.4922360248447205,0.03881987577639751,0.2686335403726708,3
127,237,287,82,0,0,0,0,235,1,15,0,1,0,0,0,0,1,1,0,0,0,860,0,1,861,0,Alampatti,"Child  Welfare  Center  ,  Alampatti  .","1.Innam  maniachi  (R.V)  And  (P)  Alampatti  ,  999.OVERSEAS  ELECTORS",All  Voters,860,Dravida Munnetra Kazhagam,287,237,50,All India Anna Dravida Munnetra Kazhagam,1,2,4,3,10,10,10,10,6,5,10,6,10,10,10,10,6,6,10,10,10,5.813953488372093,18,841,0.3412604042806183,0.28180737217598095,0.09750297265160524,0.2794292508917955,0
128,195,168,29,2,0,1,0,242,0,4,0,0,0,0,0,2,0,0,0,0,0,643,0,7,650,0,Alampatti,"Community  Hall,  Alampatti.","1.Innam  maniachi  (R.V)  And  (P)  Salaiputhur  ,  2.Innam  maniachi  (R.V) And  (P)  Tamilnadu  Housing  Board  ,  3.Thunukal  (R.V)  And(P)  Kangan kulam  ,  999.OVERSEAS  ELECTORS",All  Voters,643,Tamilaga Vettri Kazhagam,242,195,47,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,6,9,8,9,9,5,9,9,9,9,9,6,9,9,9,9,9,7.309486780715396,6,634,0.26498422712933756,0.30757097791798105,0.04574132492113565,0.38170347003154576,2
129,329,122,24,0,0,0,2,232,0,0,0,0,0,0,0,0,1,1,0,0,1,712,0,4,716,0,Alampatti,"Govt.Arts  and  science  College,  Krishnanagar.","1..Innam  maniachi  (R.V)  And  (P)  Tamilnadu  Housing  Board  ,  3, 999.OVERSEAS  ELECTORS",All  Voters,712,All India Anna Dravida Munnetra Kazhagam,329,232,97,Tamilaga Vettri Kazhagam,3,1,4,2,9,9,9,5,9,9,9,9,9,9,9,9,6,6,9,9,6,13.62359550561798,3,707,0.17256011315417255,0.46534653465346537,0.033946251768033946,0.32814710042432815,3
130,229,90,9,0,0,0,2,102,1,0,0,0,1,0,0,1,1,0,0,0,0,436,0,1,437,0,Athaikondan,"Panchayat  Union  Primary  School,  North Building  West  side,   Athaikondan","1.Innam  maniachi  (R.V)  And  (P)  Seenivasa  Nagar  North  Block  6  , 999.OVERSEAS  ELECTORS",All  Voters,436,All India Anna Dravida Munnetra Kazhagam,229,102,127,Tamilaga Vettri Kazhagam,3,1,4,2,10,10,10,5,6,10,10,10,6,10,10,6,6,10,10,10,10,29.12844036697247,3,430,0.20930232558139536,0.5325581395348837,0.020930232558139535,0.2372093023255814,3
131,174,66,6,0,0,1,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,4,356,0,Athaikondan,"Panchayat  Union  Primary  School  ,  South Building,  North  facing  room,  Athaikondan","1.Innam  maniachi  (R.V)  And  (P)  Seenivasanagar  south  block  6  , 999.OVERSEAS  ELECTORS",All  Voters,352,All India Anna Dravida Munnetra Kazhagam,174,105,69,Tamilaga Vettri Kazhagam,3,1,4,2,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,19.60227272727273,0,351,0.18803418803418803,0.49572649572649574,0.017094017094017096,0.29914529914529914,3
132,296,98,37,0,0,3,0,201,0,0,0,1,0,1,0,0,1,1,0,0,1,640,0,2,642,0,Athaikondan,"Panchayat  Union  Primary  School,  North Building  East  side,  Athaikondan","1.Innam  maniachi  (R.V)  And  (P)  Athaikondon  North  Block  6  ,  (Part  1) (Door  No  1  to  2103D)  999.OVERSEAS  ELECTORS",All  Voters,640,All India Anna Dravida Munnetra Kazhagam,296,201,95,Tamilaga Vettri Kazhagam,3,1,4,2,11,11,5,11,11,11,11,6,11,6,11,11,6,6,11,11,6,14.84375,5,632,0.1550632911392405,0.46835443037974683,0.058544303797468354,0.3180379746835443,3
133,318,146,34,1,0,2,0,240,0,0,0,1,1,0,0,0,1,0,0,0,0,744,0,2,746,1,Athaikondan,"Panchyat  Union  Primary  School,  North Building  west  Portion  North  Room, Athaikondan","1.Innam  maniachi  (R.V)  And  (P)  Athaikondon  North  Block  6  ,  (Part  1) (Door  No  2104  from)  2.Innam  maniachi  (R.V)  And  (P)  Athaikondan  Block  6
,  3.Innam  maniachi  (R.V)  And  (P)  Srinivasa  Nagar  Street  4  Block  6  ,
4.Innam  maniachi  (R.V)  And  (P)  Srinivasa  Nagar  Street  5  Block  6  , 999.OVERSEAS  ELECTORS",All  Voters,744,All India Anna Dravida Munnetra Kazhagam,318,240,78,Tamilaga Vettri Kazhagam,3,1,4,2,6,10,5,10,10,10,10,6,6,10,10,10,6,10,10,10,10,10.48387096774194,3,738,0.1978319783197832,0.43089430894308944,0.04607046070460705,0.3252032520325203,3
134,178,62,6,0,0,1,0,132,0,0,0,1,0,0,0,1,0,1,0,0,0,382,0,4,386,0,Athaikondan,"Panchayat  Union  Primary  School,  South Building  South  room   Athaikondan","1.Innam  maniachi  (R.V)  And  (P)  Srinivasa  Nagar  Street  1  Block  6  ,
2.Innam  maniachi  (R.V)  And  (P)  Srinivasa  Nagar  Street  2  Block  6  ,
3.Innam  maniachi  (R.V)  And  (P)  Srinivasa  Nagar  Street  3  Block  6  , 999.OVERSEAS  ELECTORS",All  Voters,382,All India Anna Dravida Munnetra Kazhagam,178,132,46,Tamilaga Vettri Kazhagam,3,1,4,2,9,9,5,9,9,9,9,5,9,9,9,5,9,5,9,9,9,12.04188481675393,3,378,0.164021164021164,0.4708994708994709,0.015873015873015872,0.3492063492063492,3
135,146,115,19,0,0,0,1,184,1,0,0,0,0,0,0,0,0,1,0,0,0,467,0,4,471,0,Inammaniachi,"Sorna  Educational  Institutions  South  facing building,  East  portion,  Inammaniachi","1.Innam  maniachi  (R.V)  And  (P)  Indira  nagar  first  main  road  ,Door  No.  1 to  1139  999.OVERSEAS  ELECTORS",All  Voters,467,Tamilaga Vettri Kazhagam,184,146,38,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,8,8,8,5,5,8,8,8,8,8,8,8,8,5,8,8,8,8.137044967880087,1,464,0.2478448275862069,0.3146551724137931,0.040948275862068964,0.39655172413793105,2
136,115,82,20,0,0,1,0,138,0,1,0,0,0,0,0,0,0,0,0,0,1,358,0,0,358,0,Inammaniachi,"Sorna  Educational  Institutions  South  facing building,  West  portion,  Inammaniachi","1.Innam  maniachi  (R.V)  And  (P)  Indira  nagar  first  main  road  Door  No. 1140  above,  999.OVERSEAS  ELECTORS",All  Voters,358,Tamilaga Vettri Kazhagam,138,115,23,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,8,8,5,8,8,5,8,8,8,8,8,8,8,8,8,8,5,6.424581005586592,2,355,0.23098591549295774,0.323943661971831,0.056338028169014086,0.38873239436619716,2
137,261,118,22,0,1,1,1,223,0,0,0,0,0,0,0,0,1,1,0,0,0,629,0,3,632,0,Inammniachi,"Sorna  Educational  Institutions  south  facing building,  Middle  portion,  Inam  Maniyachi.","1.Innam  maniachi  (R.V)  And  (P)  IndiraNagar  SecondMain  Road  ,  2.Innam maniachi  (R.V)  And  (P)  IndiraNagar  Vettrivinayagar  Kovil  Road  ,  3.Innam maniachi  (R.V)  And  (P)  IndiraNagar  Third  Mainl  Road  ,  999.OVERSEAS ELECTORS",All  Voters,629,All India Anna Dravida Munnetra Kazhagam,261,223,38,Tamilaga Vettri Kazhagam,3,1,4,2,10,5,5,5,10,10,10,10,10,10,10,10,5,5,10,10,10,6.041335453100159,2,624,0.1891025641025641,0.4182692307692308,0.035256410256410256,0.3573717948717949,3
138,189,101,36,1,0,1,0,248,0,2,0,0,1,0,0,0,1,2,0,0,0,582,0,1,583,0,Inammniachi,"Sorna  Educational  Institutions  West  side building,  North  Portion,  Inammaniachi","1.Innam  maniachi  (R.V)  And  (P)  Indira  Nagar  2nd  Street  Block  6  ,
2.Innam  maniachi  (R.V)  And  (P)  Indira  Nagar  West  Street  Block  6  , 999.OVERSEAS  ELECTORS",All  Voters,582,Tamilaga Vettri Kazhagam,248,189,59,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,7,11,7,11,11,5,11,11,7,11,11,11,7,5,11,11,11,10.13745704467354,6,574,0.1759581881533101,0.32926829268292684,0.0627177700348432,0.43205574912891986,2
139,162,121,20,2,0,5,1,197,0,0,0,0,0,0,0,0,1,1,0,1,0,511,0,1,512,0,Inammniachi,"Sorna  Educational  Institutions  West  side building,  South  Portion,  Inammaniachi","1.Innam  maniachi  (R.V)  And  (P)  Athaigondan  indira  nagar  12th  street block  6  ,  2.Innam  maniachi  (R.V)  And  (P)  Indira  Nagar  South  Street  Block 6  ,  999.OVERSEAS  ELECTORS",All  Voters,511,Tamilaga Vettri Kazhagam,197,162,35,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,6,11,5,7,11,11,11,11,11,11,11,11,7,7,11,7,11,6.849315068493151,3,500,0.242,0.324,0.04,0.394,2
